SG_UF,Município,SG_PARTIDO,NM_CANDIDATO,porte_municipio,votos_nominais,NR_IDADE_DATA_POSSE,DS_GENERO,DS_COR_RACA,eleito,percentual,ano
RS,Independência,PT,ADILSON ANTONIO MACHADO DE BARROS,Pequeno,66,42,Masculino,Branca,Não,0.375,2020
RS,Passo Fundo,PT,AUREO MESQUITA DE ALMEIDA,Médio,66,56,Masculino,Branca,Não,0.015256588072122053,2020
RS,Pejuçara,PT,ADÃO VIEIRA,Pequeno,66,56,Masculino,Negra,Não,0.22297297297297297,2020
RS,São Gabriel,PT,LUIS FERNANDO TABORDA DE ALMEIDA,Médio,66,34,Masculino,Branca,Não,0.055415617128463476,2020
RS,Venâncio Aires,PT,ROSLENE PERGHER,Médio,66,54,Feminino,Negra,Não,0.06401551891367604,2020
SC,Coronel Freitas,PT,ENOLIA TEREZINHA DE LUCCA,Pequeno,66,70,Feminino,Branca,Não,0.05061349693251534,2020
SC,Coronel Martins,PT,EDI MARCOS SMANIOTTO,Pequeno,66,38,Masculino,Branca,Sim,0.0821917808219178,2020
SC,Jupiá,PT,JANETE APARECIDA EGER PAGNONCELLI,Pequeno,66,49,Feminino,Branca,Não,0.4925373134328358,2020
SC,Luzerna,PT,VALMOR LEWERENTZ JUNIOR,Pequeno,66,31,Masculino,Branca,Não,0.1476510067114094,2020
SC,Modelo,PT,MAURI GRIESANG,Pequeno,66,54,Masculino,Branca,Não,0.39520958083832336,2020
SC,Rodeio,PT,OSVALDO ODORIZZI,Pequeno,66,68,Masculino,Branca,Não,0.04084158415841584,2020
SE,Aracaju,PT,MARIA EDVÂNIA SANTANA SANTOS,Grande,66,49,Feminino,Branca,Não,0.0056093829678735335,2020
SP,Américo Brasiliense,PT,FLAVIO ALEXANDRE DE SOUZA,Pequeno,66,42,Masculino,Branca,Não,0.07560137457044673,2020
SP,Cotia,PT,JOSE RENATO JONAS,Médio,66,48,Masculino,Negra,Não,0.0514018691588785,2020
SP,Itapetininga,PT,CARLOS JOSE PEREIRA PINTO,Médio,66,67,Masculino,Branca,Não,0.06666666666666667,2020
SP,Pariquera-Açu,PT,SIDNEI DE LIMA,Pequeno,66,61,Masculino,Branca,Não,0.32195121951219513,2020
SP,Santos,PT,JERONICA OLIVEIRA DE SANTANA BARBOSA,Grande,66,45,Feminino,Negra,Não,0.005274093015822279,2020
AL,Branquinha,PT,NIVALDO BEZERRA DA ROCHA,Pequeno,65,54,Masculino,Negra,Não,0.241635687732342,2020
AM,Itacoatiara,PT,ALDEMIR SERRÃO MARTINS,Médio,65,38,Masculino,Negra,Não,0.012717667775386422,2020
AP,Santana,PT,FABIO DE AZEVEDO VIANA,Médio,65,52,Masculino,Negra,Não,0.02399409376153562,2020
BA,América Dourada,PT,JAILTON PEDRO DE CASTRO,Pequeno,65,37,Masculino,Branca,Não,0.0717439293598234,2020
BA,Candeias,PT,ADEMILTON ROSA LIMA,Médio,65,50,Masculino,Negra,Não,0.06335282651072124,2020
BA,Mata de São João,PT,JACKSON DA LUZ SIMÕES,Pequeno,65,44,Masculino,Negra,Não,0.021227955584585238,2020
BA,Nova Canaã,PT,UILSON SILVA PEDREIRA,Pequeno,65,52,Masculino,Branca,Não,0.03034547152194211,2020
BA,Poções,PT,JUAREZ SANTOS DE OLIVEIRA,Pequeno,65,41,Masculino,Negra,Não,0.044920525224602624,2020
BA,São Felipe,PT,JORGE ROSA DA EXALTAÇÃO,Pequeno,65,47,Masculino,Negra,Não,0.05757307351638618,2020
BA,Teixeira de Freitas,PT,CLODOALDO DA HORA SILVA,Médio,65,46,Masculino,Negra,Não,0.01535553980628396,2020
BA,Wanderley,PT,LINDOMARQUES TAVARES DE OLIVEIRA,Pequeno,65,43,Masculino,Negra,Não,0.053763440860215055,2020
ES,Boa Esperança,PT,MARIA APARECIDA BATISTA,Pequeno,65,51,Feminino,Sem informação,Não,0.05588993981083405,2020
ES,Boa Esperança,PT,RONIVALDO TEIXEIRA CAMPOS,Pequeno,65,43,Masculino,Branca,Não,0.05588993981083405,2020
GO,Jussara,PT,IVANA PAULA DE ALMEIDA,Pequeno,65,34,Feminino,Branca,Não,0.5752212389380531,2020
GO,Mineiros,PT,MARLUCIA MARIA DE SOUZA,Médio,65,52,Feminino,Branca,Não,0.05903723887375113,2020
GO,Valparaíso de Goiás,PT,VALDENE FERREIRA DE SOUSA,Médio,65,37,Feminino,Branca,Não,0.0391566265060241,2020
MA,Bequimão,PT,CANUTO FRANCISCO SOUZA,Pequeno,65,48,Masculino,Negra,Não,0.04,2020
MG,Buritis,PT,EDSON RAMOS DA COSTA,Pequeno,65,39,Masculino,Negra,Não,0.10366826156299841,2020
MG,Carangola,PT,MARIA LUIZA MOURA DOS SANTOS,Pequeno,65,54,Feminino,Branca,Não,0.124282982791587,2020
MG,Fronteira dos Vales,PT,FABIANA PIRES DE OLIVEIRA CASTRO,Pequeno,65,38,Feminino,Negra,Não,0.35911602209944754,2020
MG,Guapé,PT,LUCIENE APARECIDA SILVA,Pequeno,65,34,Feminino,Branca,Não,0.04397834912043302,2020
MG,Guaranésia,PT,JOAO PAULO DOS REIS SANTANA,Pequeno,65,35,Masculino,Branca,Não,0.06178707224334601,2020
MG,Ibiracatu,PT,ROGERIO MENDES DOS REIS,Pequeno,65,46,Masculino,Negra,Não,0.07352941176470588,2020
MG,Igarapé,PT,LUCIO DE SALES DA SILVA LUCINDO,Pequeno,65,45,Masculino,Negra,Não,0.07665094339622641,2020
MG,Inconfidentes,PT,SELMO CARLOS GONÇALVES,Pequeno,65,48,Masculino,Branca,Não,0.4276315789473684,2020
MG,Itacambira,PT,JOSÉ VALDEMI SANTOS,Pequeno,65,54,Masculino,Negra,Não,0.052083333333333336,2020
MG,João Monlevade,PT,JOSÉ GERALDO DA SILVA,Médio,65,52,Masculino,Negra,Não,0.023627771719374774,2020
MG,Juiz de Fora,PT,MARCELO DA SILVA,Grande,65,50,Masculino,Negra,Não,0.002961140722518336,2020
MG,Pará de Minas,PT,RAIMUNDO MOREIRA DE FARIA,Médio,65,58,Masculino,Branca,Não,0.043333333333333335,2020
MG,Paracatu,PT,ESTEVAO COSTA PINHEIRO,Médio,65,45,Masculino,Negra,Não,0.06109022556390977,2020
MG,Piranguinho,PT,CATIA APARECIDA DA SILVA FIDÉLIS,Pequeno,65,39,Feminino,Branca,Não,0.11284722222222222,2020
MG,Ponte Nova,PT,GUSTAVO HENRIQUE BATISTA DE PAULA,Médio,65,26,Masculino,Negra,Não,0.023389708528247573,2020
MG,Sacramento,PT,GERALDO MAJELA CARVALHO,Pequeno,65,34,Masculino,Branca,Não,0.10638297872340426,2020
MG,São João do Pacuí,PT,ANIELE SOARES DE OLIVEIRA,Pequeno,65,29,Feminino,Negra,Não,0.15587529976019185,2020
MG,Senador Firmino,PT,SEBASTIÃO MARQUES,Pequeno,65,54,Masculino,Branca,Não,0.08928571428571429,2020
MG,Serro,PT,MARLETE FERREIRA DOS SANTOS,Pequeno,65,40,Feminino,Negra,Não,0.06974248927038626,2020
MG,Teófilo Otoni,PT,ZAILDE FIGUEIREDO SANTOS,Médio,65,81,Feminino,Negra,Não,0.007495387453874539,2020
MG,Tombos,PT,VERÔNICA ALBINO BENTO DIAS,Pequeno,65,36,Feminino,Negra,Não,0.042735042735042736,2020
MS,Itaquiraí,PT,MARCOS APARECIDO DA SILVA,Pequeno,65,38,Masculino,Negra,Não,0.05003849114703618,2020
MT,Cuiabá,PT,MARIA DA CONCEIÇÃO SANTOS CORTEZ,Grande,65,49,Feminino,Negra,Não,0.00818639798488665,2020
MT,Rondonópolis,PT,EDSON CARDOSO DA COSTA,Médio,65,55,Masculino,Negra,Não,0.016564729867482163,2020
PA,Igarapé-Açu,PT,CRISTIANE NASCIMENTO DE OLIVERA,Pequeno,65,31,Feminino,Sem informação,Não,0.7831325301204819,2020
PA,São Sebastião da Boa Vista,PT,ALBERTO MALATO VILENA,Pequeno,65,65,Masculino,Negra,Não,0.041507024265644954,2020
PE,Igarassu,PT,JOSÉ ALSIONE BELARMINO DOS SANTOS,Médio,65,57,Masculino,Negra,Não,0.015137401024685608,2020
PE,Paulista,PT,RENILDA MARIA VASCONCELOS,Grande,65,57,Feminino,Negra,Não,0.010149906308557152,2020
PI,Caracol,PT,CASSANDRA NEIVA DIAS,Pequeno,65,45,Feminino,Negra,Não,0.03319713993871297,2020
PI,Cristino Castro,PT,RAYDON SIQUEIRA DA SILVA CAVALCANTE,Pequeno,65,41,Masculino,Negra,Não,0.03551912568306011,2020
PI,São Raimundo Nonato,PT,CLAUDIANA PEREIRA ALVES,Pequeno,65,39,Feminino,Branca,Não,0.05845323741007194,2020
PI,São Raimundo Nonato,PT,REGINALDO DOS SANTOS CARVALHO,Pequeno,65,45,Masculino,Branca,Não,0.05845323741007194,2020
PR,Almirante Tamandaré,PT,BENEDITA ISABEL DOS SANTOS,Médio,65,59,Feminino,Negra,Não,0.11524822695035461,2020
PR,Bom Jesus do Sul,PT,FABIANE TAINARA DE CAMPOS BORTH,Pequeno,65,21,Feminino,Branca,Não,0.1045016077170418,2020
PR,Diamante D'Oeste,PT,VITOR ANTONIO PRODOZZIMO,Pequeno,65,24,Masculino,Branca,Não,0.15550239234449761,2020
PR,Mariluz,PT,JOÃO CARLOS DO PRADO,Pequeno,65,56,Masculino,Negra,Não,0.20569620253164558,2020
PR,Maringá,PT,VALDIR PETERS,Grande,65,51,Masculino,Branca,Não,0.0063204978607545705,2020
PR,Paiçandu,PT,DIONATAS DE OLIVEIRA BRITO,Pequeno,65,34,Masculino,Branca,Não,0.03670242800677583,2020
PR,Palmital,PT,JOÃO PROENÇA,Pequeno,65,55,Masculino,Branca,Não,0.05752212389380531,2020
PR,Paranavaí,PT,AGNALDO TIMOTIO DE SOUZA,Médio,65,50,Masculino,Negra,Não,0.020537124802527645,2020
PR,Pinhais,PT,GRAZIELE MARTINS SANTOS,Médio,65,29,Feminino,Negra,Não,0.041507024265644954,2020
PR,Salto do Itararé,PT,JORGE LUIZ DA SILVA OLIVEIRA,Pequeno,65,44,Masculino,Branca,Não,0.0684931506849315,2020
PR,São Carlos do Ivaí,PT,EVERSON CESAR DA SILVA,Pequeno,65,52,Masculino,Negra,Não,0.24714828897338403,2020
PR,São João do Triunfo,PT,LINDOLFO KOSMASKI,Pequeno,65,25,Masculino,Branca,Não,0.03557744937055282,2020
RJ,Magé,PT,ADESIO BATISTA SOUZA,Médio,65,47,Masculino,Negra,Não,0.011644571838050878,2020
RJ,São João de Meriti,PT,DAMIÃO DOS SANTOS DA COSTA,Grande,65,46,Masculino,Negra,Não,0.015527950310559006,2020
RN,Mossoró,PT,CLEBER VINICIUS CASTRO DA SILVA,Médio,65,43,Masculino,Negra,Não,0.00923033229196251,2020
RN,Parelhas,PT,CREMILDA VIEIRA DE SOUZA,Pequeno,65,47,Feminino,Branca,Não,0.03437334743521946,2020
RN,Santo Antônio,PT,ROMILDO MIGUEL DE OLIVEIRA,Pequeno,65,31,Masculino,Negra,Não,0.06256015399422522,2020
RN,Severiano Melo,PT,DAMIANA DE HOLANDA ALVES FEITOZA,Pequeno,65,53,Feminino,Branca,Não,0.19519519519519518,2020
RO,Guajará-Mirim,PT,JORGE OLIVEIRA DO NASCIMENTO,Pequeno,65,36,Masculino,Negra,Não,0.4088050314465409,2020
RS,Arroio Grande,PT,EDEGAR DOUGLAS,Pequeno,65,50,Masculino,Branca,Não,0.0621414913957935,2020
RS,Boa Vista do Incra,PT,PAULO JOAREZ DE FREITAS MATE,Pequeno,65,52,Masculino,Branca,Não,0.25793650793650796,2020
RS,Cachoeirinha,PT,VALDEMAR WINKLER,Médio,65,64,Masculino,Branca,Não,0.023809523809523808,2020
RS,Casca,PT,LUCIANA TRENTIM,Pequeno,65,47,Feminino,Branca,Não,0.07150715071507151,2020
RS,Dezesseis de Novembro,PT,MARTA MARIA SCHNEIDERS,Pequeno,65,35,Feminino,Branca,Não,0.18571428571428572,2020
RS,Manoel Viana,PT,CLEIR TEREZINHA SILVEIRA DE ALMEIDA,Pequeno,65,49,Feminino,Branca,Não,0.14541387024608501,2020
RS,Maximiliano de Almeida,PT,JUNIOR FERNANDO CALDEROLLI,Pequeno,65,38,Masculino,Branca,Não,0.08632138114209828,2020
RS,Novo Barreiro,PT,ROGERIO ALTEMAR GHELLER,Pequeno,65,49,Masculino,Branca,Não,0.11545293072824156,2020
RS,Portão,PT,MAURO DE OLIVEIRA DE QUEVEDO,Pequeno,65,34,Masculino,Branca,Não,0.02541047693510555,2020
RS,Rodeio Bonito,PT,MARIA JOCELIA GIORDANI,Pequeno,65,63,Feminino,Branca,Não,0.07437070938215103,2020
RS,Santiago,PT,JOSÉ CARLOS DA SILVA CORREA,Pequeno,65,53,Masculino,Negra,Não,0.043074884029158385,2020
RS,Santiago,PT,JÚLIO CÉSAR SCHMITT GARCIA,Pequeno,65,63,Masculino,Branca,Não,0.043074884029158385,2020
RS,São José do Norte,PT,ODERLI MARTINS MACHADO,Pequeno,65,39,Masculino,Branca,Não,0.03243512974051896,2020
RS,São Martinho,PT,ANDRE LUIZ JUNG,Pequeno,65,47,Masculino,Branca,Não,0.2152317880794702,2020
RS,Vera Cruz,PT,JOVANA DE CARVALHO,Pequeno,65,41,Feminino,Branca,Não,0.05011565150346955,2020
SC,Balneário Arroio do Silva,PT,CESAR VALMOR STALLIVIERI,Pequeno,65,54,Masculino,Branca,Não,0.2968036529680365,2020
SC,Bela Vista do Toldo,PT,JOSÉ LUCIANO KALESKI,Pequeno,65,34,Masculino,Negra,Não,0.23809523809523808,2020
SC,Caçador,PT,ALCIDIR PAULO SCHMIDT,Médio,65,68,Masculino,Branca,Não,0.037967289719626166,2020
SC,Flor do Sertão,PT,CLEVIO OSVALDO PEREIRA,Pequeno,65,30,Masculino,Branca,Não,0.3217821782178218,2020
SC,Irati,PT,SUZANIA MEURER,Pequeno,65,42,Feminino,Branca,Não,0.14908256880733944,2020
SC,Nova Itaberaba,PT,SERGIO LUIZ BARRO,Pequeno,65,54,Masculino,Branca,Não,0.10236220472440945,2020
SE,General Maynard,PT,ROSE SILVA DE ASSIS,Pequeno,65,35,Feminino,Negra,Não,0.07103825136612021,2020
SP,Araçatuba,PT,BLAY SOARES,Médio,65,57,Masculino,Branca,Não,0.06442021803766106,2020
SP,Cotia,PT,FLÁVIO GONZAGA DOS SANTOS FALEIRA,Médio,65,41,Masculino,Negra,Não,0.050623052959501556,2020
SP,Mairinque,PT,LIU SOARES DA COSTA,Pequeno,65,52,Masculino,Branca,Não,0.05767524401064774,2020
SP,Nova Odessa,PT,JOSÉ ROBERTO CHAGAS,Médio,65,60,Masculino,Branca,Não,0.08530183727034121,2020
SP,Piedade,PT,CRISTOVIO BATISTA DOMINGUES,Médio,65,61,Masculino,Branca,Não,0.034031413612565446,2020
SP,Piedade,PT,SANDRO KOMAUER,Médio,65,54,Masculino,Branca,Não,0.034031413612565446,2020
SP,Santo Anastácio,PT,JORGE ANTONIO SANTANA ARARUNA,Pequeno,65,36,Masculino,Negra,Não,0.05691768826619965,2020
SP,São Caetano do Sul,PT,ESTELA MARIA ESCORCIO DOS SANTOS,Médio,65,64,Feminino,Branca,Não,0.09298998569384835,2020
SP,Tatuí,PT,VILIANA CAMARGO,Médio,65,36,Feminino,Branca,Não,0.022632311977715876,2020
TO,São Salvador do Tocantins,PT,ROSIVAN CARDOSO BARBOSA,Pequeno,65,34,Masculino,Branca,Não,0.08397932816537468,2020
AC,Assis Brasil,PT,IRACI MARQUES DE ARAUJO,Pequeno,64,31,Feminino,Branca,Não,0.08194622279129321,2020
AC,Mâncio Lima,PT,IRANIR BRAGA DA SILVA,Pequeno,64,51,Feminino,Negra,Não,0.025796049979846837,2020
AC,Marechal Thaumaturgo,PT,LINDALVA SOARES MARTINS DA ROCHA,Pequeno,64,59,Feminino,Negra,Não,0.0757396449704142,2020
AM,Apuí,PT,AGEU DE SOUZA BORGES,Pequeno,64,38,Masculino,Negra,Não,0.1549636803874092,2020
AM,Iranduba,PT,ELCY SOUZA DE LIMA,Pequeno,64,54,Masculino,Negra,Não,0.1596009975062344,2020
AM,Iranduba,PT,MARIZA GRANJEIRO DOS SANTOS,Pequeno,64,31,Feminino,Indígena,Não,0.1596009975062344,2020
AM,Nhamundá,PT,JÉSSICA GUIMARÃES DE ARAÚJO,Pequeno,64,28,Feminino,Negra,Não,0.060836501901140684,2020
BA,Araçás,PT,LUANI GOMES DE MOURA,Pequeno,64,55,Feminino,Negra,Não,0.03775811209439528,2020
BA,Caraíbas,PT,ALBERIZA TOMAZ DOS SANTOS,Pequeno,64,54,Feminino,Negra,Não,0.027633851468048358,2020
BA,Coronel João Sá,PT,MARIA SANTOS DA PAZ,Pequeno,64,56,Feminino,Negra,Não,0.16326530612244897,2020
BA,Curaçá,PT,ROSEMARIA ALVES DOS SANTOS LUCIO,Pequeno,64,28,Feminino,Negra,Não,0.029344337459880788,2020
BA,Porto Seguro,PT,EMANOEL SANTOS DE CASTRO,Médio,64,59,Masculino,Indígena,Não,0.025098039215686273,2020
BA,Ribeira do Amparo,PT,LUCIENE SOUZA DOS SANTOS,Pequeno,64,47,Feminino,Negra,Não,0.020840117225659396,2020
BA,Sítio do Mato,PT,JURANDY FERREIRA COSTA,Pequeno,64,38,Masculino,Branca,Não,0.09397944199706314,2020
BA,Valente,PT,ANTONIO LIMA DOS SANTOS,Pequeno,64,41,Masculino,Negra,Não,0.035398230088495575,2020
CE,Missão Velha,PT,CICERO ANTONIO GOMES DE LIMA,Pequeno,64,57,Masculino,Branca,Não,0.02497073741708935,2020
ES,Itarana,PT,JOSE MARIA CAETANO DE SOUZA,Pequeno,64,64,Masculino,Branca,Não,0.3855421686746988,2020
GO,Águas Lindas de Goiás,PT,ÍTALO COSTA DOS SANTOS,Médio,64,31,Masculino,Negra,Não,0.28699551569506726,2020
GO,Aparecida de Goiânia,PT,JULIANA ANDRESSA RIBEIRO DE SOUZA,Grande,64,37,Feminino,Negra,Não,0.02154882154882155,2020
GO,Buritinópolis,PT,ELCIVALDO BARBOSA DA SILVA,Pequeno,64,52,Masculino,Negra,Não,0.9014084507042254,2020
GO,São Luís de Montes Belos,PT,JOAO BATISTA TAVARES PRIMO,Pequeno,64,49,Masculino,Branca,Não,0.062317429406037,2020
MA,Matinha,PT,JORRIMAR GOMES FERREIRA,Pequeno,64,64,Masculino,Negra,Não,0.037405026300409115,2020
MA,São Mateus do Maranhão,PT,NANUZIA FERREIRA DA SILVA,Pequeno,64,37,Feminino,Negra,Não,0.033560566334556896,2020
MA,Viana,PT,RAIMUNDO NONATO SOUZA SILVA,Médio,64,46,Masculino,Negra,Não,0.03619909502262444,2020
MG,Andradas,PT,ANDERSON DE SOUZA RIBEIRO,Pequeno,64,46,Masculino,Branca,Não,0.0410783055198973,2020
MG,Andrelândia,PT,NELSON ONEDE DA SILVA,Pequeno,64,43,Masculino,Negra,Não,0.08636977058029689,2020
MG,Cássia,PT,RITA DE CÁSSIA CEZAR SALGADO NEVES,Pequeno,64,49,Feminino,Branca,Não,0.5517241379310345,2020
MG,Cataguases,PT,ELSON VIEIRA COSTA,Médio,64,54,Masculino,Branca,Não,0.034650785056848946,2020
MG,Ibiracatu,PT,REGINALDO ANTUNES GUIMARAES,Pequeno,64,47,Masculino,Branca,Não,0.07239819004524888,2020
MG,Igarapé,PT,RENATA APARECIDA ALVES DA SILVA,Pequeno,64,40,Feminino,Branca,Não,0.07547169811320754,2020
MG,Itabirito,PT,MARIA CÉLIA DE AMORIM FRANÇA,Médio,64,66,Feminino,Branca,Não,0.06604747162022703,2020
MG,Itamarandiba,PT,MARLI DE FATIMA COELHO,Pequeno,64,46,Feminino,Branca,Não,0.020860495436766623,2020
MG,Ituiutaba,PT,VALDIVINO PEREIRA DO NASCIMENTO,Médio,64,57,Masculino,Branca,Não,0.04447533009034051,2020
MG,Matias Barbosa,PT,RAFAEL LEANDRO DOS SANTOS,Pequeno,64,33,Masculino,Negra,Não,0.05023547880690738,2020
MG,Mutum,PT,LUCAS FRANCISCO IZIDÓRIO,Pequeno,64,33,Masculino,Branca,Não,0.01786711334450028,2020
MG,Ouro Preto,PT,SHEILA TATIANA REIS,Médio,64,43,Feminino,Negra,Não,0.01676709457689285,2020
MG,Pai Pedro,PT,ADAILTON PEREIRA BRITO,Pequeno,64,37,Masculino,Negra,Não,0.08602150537634409,2020
MG,Paraisópolis,PT,DOUGLAS AUGUSTO LOPES,Pequeno,64,40,Masculino,Branca,Não,0.05456095481670929,2020
MG,Pavão,PT,MAGNO DE SOUZA CANGUSSÚ,Pequeno,64,44,Masculino,Branca,Não,0.06537282941777324,2020
MG,Poté,PT,GIOVANNA SOUZA LIMA,Pequeno,64,19,Feminino,Negra,Não,0.11307420494699646,2020
MG,Sabinópolis,PT,VANIA LUCIA LESSA,Pequeno,64,38,Feminino,Negra,Não,0.05177993527508091,2020
MG,Santa Cruz de Minas,PT,DENILSON CARLOS DOS SANTOS,Pequeno,64,55,Masculino,Branca,Não,0.1945288753799392,2020
MG,São Geraldo,PT,AIR BALBINO,Pequeno,64,48,Masculino,Branca,Não,0.06043437204910293,2020
MG,Simonésia,PT,TERESINHA JOAQUIM DE ANDRADE,Pequeno,64,53,Feminino,Negra,Não,0.04105195638229634,2020
MG,Teófilo Otoni,PT,CELIA GOMES OLIVEIRA SABARA,Médio,64,48,Feminino,Negra,Não,0.007380073800738007,2020
MS,Porto Murtinho,PT,CLODOMIRO LOUBET,Pequeno,64,54,Masculino,Negra,Não,0.2807017543859649,2020
MS,Rio Verde de Mato Grosso,PT,PAULO CEZAR DA ROSA,Pequeno,64,52,Masculino,Negra,Não,0.04730229120473023,2020
MT,Barra do Bugres,PT,JOEL DE SOUZA,Pequeno,64,48,Masculino,Branca,Não,0.09302325581395349,2020
PA,Ananindeua,PT,SANDRO CARLOS MARTINS BARBOSA,Grande,64,40,Masculino,Negra,Não,0.01963792574409328,2020
PA,Jacundá,PT,JAMES LACERDA RIBEIRO,Médio,64,33,Masculino,Negra,Não,0.06256109481915934,2020
PA,Marituba,PT,VERA LÚCIA DE SOUZA DUTRA NASCIMENTO,Médio,64,53,Feminino,Negra,Não,0.24427480916030533,2020
PA,Paragominas,PT,FRANCISCO DAS CHAGAS SILVA DE CARVALHO,Médio,64,56,Masculino,Negra,Não,0.14035087719298245,2020
PA,Santa Maria das Barreiras,PT,ERONIDES DA SILVA MARINHO,Pequeno,64,48,Masculino,Negra,Não,0.18181818181818182,2020
PB,Catolé do Rocha,PT,FRANCISCO DE ASSIS AZEVEDO ANDRADE,Pequeno,64,50,Masculino,Negra,Não,0.08791208791208792,2020
PB,Santa Rita,PT,LUZINETE MARIA OLIVEIRA DE PONTES,Médio,64,56,Feminino,Negra,Não,0.024634334103156273,2020
PE,Sanharó,PT,WASHINGTON ROCHA MENDES,Pequeno,64,50,Masculino,Negra,Não,0.04526166902404526,2020
PI,Caldeirão Grande do Piauí,PT,VALDENICE DA SILVA ALMEIDA,Pequeno,64,19,Feminino,Branca,Não,0.10596026490066225,2020
PI,Capitão de Campos,PT,FRANCISCO DAS CHAGAS PEREIRA,Pequeno,64,44,Masculino,Negra,Não,0.07424593967517401,2020
PI,Elesbão Veloso,PT,CECÍLIA RÉGIA SANTOS COSTA,Pequeno,64,48,Feminino,Negra,Não,0.06207565470417071,2020
PI,Jardim do Mulato,PT,FRANCISCO JOSE PEREIRA DA SILVA,Pequeno,64,44,Masculino,Negra,Não,0.03317781233799896,2020
PI,São Francisco de Assis do Piauí,PT,CELSO NORBERTO DE SOUSA,Pequeno,64,48,Masculino,Negra,Não,0.04377564979480164,2020
PI,São Julião,PT,ANISIA MARIA DE SOUSA SILVA,Pequeno,64,44,Feminino,Negra,Não,0.041423948220064725,2020
PR,Amaporã,PT,CARLOS BARBOSA,Pequeno,64,60,Masculino,Negra,Não,0.06550665301944729,2020
PR,Apucarana,PT,LAURO CAVALCANTE LUZ,Médio,64,29,Masculino,Branca,Não,0.019441069258809233,2020
PR,Cruzeiro do Iguaçu,PT,BERNADETE BRUSQUE,Pequeno,64,57,Feminino,Branca,Não,0.47761194029850745,2020
PR,Foz do Iguaçu,PT,YONNE ALVES DE ARAUJO,Médio,64,47,Feminino,Negra,Não,0.01968625038449708,2020
RJ,Araruama,PT,ROSILDA CORDEIRO DE SOUZA,Médio,64,52,Feminino,Negra,Não,0.019925280199252802,2020
RJ,Barra do Piraí,PT,AMAURI DE LIMA GOMES,Médio,64,63,Masculino,Negra,Não,0.1336116910229645,2020
RJ,Nova Friburgo,PT,JOCEMAR DA SILVA,Médio,64,47,Masculino,Negra,Não,0.013585226066652516,2020
RN,Bodó,PT,DIVINO RODRIGUES DA SILVA,Pequeno,64,40,Masculino,Branca,Não,0.64,2020
RO,Vale do Anari,PT,WALTER BORGES,Pequeno,64,52,Masculino,Negra,Não,0.1787709497206704,2020
RS,Cachoeirinha,PT,LEILA MARA DE LIMA MENGUE,Médio,64,56,Feminino,Negra,Não,0.023443223443223443,2020
RS,Canoas,PT,JOÃO VANDERLI DA SILVA,Grande,64,63,Masculino,Branca,Não,0.006230529595015576,2020
RS,São João da Urtiga,PT,CLAIR TOSETO,Pequeno,64,48,Masculino,Branca,Não,0.17777777777777778,2020
RS,Trindade do Sul,PT,CLAUDIO DA SILVA PALMAS,Pequeno,64,56,Masculino,Branca,Não,0.05673758865248227,2020
SC,Anita Garibaldi,PT,GLEICE DA SILVA DOS SANTOS,Pequeno,64,24,Feminino,Branca,Não,0.07701564380264742,2020
SC,Apiúna,PT,CARLITO PEREIRA DE JESUS,Pequeno,64,49,Masculino,Branca,Não,0.10457516339869281,2020
SC,Chapecó,PT,ELODIR ADILIO MULLER,Médio,64,39,Masculino,Branca,Não,0.008271940028434795,2020
SC,Guaramirim,PT,MARISA HELENA BEHREND VIANNA,Pequeno,64,57,Feminino,Branca,Não,1,2020
SC,Irineópolis,PT,GUIDO LUIZ TRETTO,Pequeno,64,53,Masculino,Branca,Não,0.21548821548821548,2020
SC,Navegantes,PT,FRANCISCO DA SILVA BRAGA,Médio,64,58,Masculino,Branca,Não,0.09116809116809117,2020
SC,Palma Sola,PT,DANIEL ELICKER,Pequeno,64,34,Masculino,Branca,Não,0.10865874363327674,2020
SC,Paraíso,PT,MIGUEL ZANATTA,Pequeno,64,42,Masculino,Branca,Não,0.12075471698113208,2020
SC,Ponte Alta,PT,VALMIR MARIANO DA COSTA,Pequeno,64,36,Masculino,Branca,Não,0.07017543859649122,2020
SC,Princesa,PT,ADEMILSON RAMÃO,Pequeno,64,40,Masculino,Negra,Não,0.22695035460992907,2020
SE,Malhador,PT,JOANE DOS SANTOS,Pequeno,64,26,Feminino,Negra,Não,0.08409986859395532,2020
SP,Avaré,PT,ADRIANO COUTO DE ARRUDA,Médio,64,53,Masculino,Branca,Não,0.04280936454849498,2020
SP,Caiuá,PT,FRANCISCO APARECIDO DOS SANTOS,Pequeno,64,53,Masculino,Negra,Não,0.13389121338912133,2020
SP,Cubatão,PT,ANTONIO JOSE DA SILVA,Médio,64,60,Masculino,Branca,Não,0.07231638418079096,2020
SP,Indaiatuba,PT,OBED MARTINS DE SOUZA,Médio,64,54,Masculino,Negra,Não,0.02314647377938517,2020
SP,Itapevi,PT,ISABEL DA SILVA AGUIAR,Médio,64,36,Feminino,Negra,Não,0.018385521401896008,2020
SP,Limeira,PT,ADINALDO APARECIDO LEMOS BATISTA,Grande,64,54,Masculino,Negra,Não,0.015336688233884496,2020
SP,Nova Odessa,PT,EDILEUSA MARIA DA SILVA,Médio,64,73,Feminino,Negra,Não,0.08398950131233596,2020
SP,Piedade,PT,MARIA EDUARDA DOS SANTOS IWASSAKI,Médio,64,49,Feminino,Branca,Não,0.033507853403141365,2020
