SG_UF,Município,SG_PARTIDO,NM_CANDIDATO,porte_municipio,votos_nominais,NR_IDADE_DATA_POSSE,DS_GENERO,DS_COR_RACA,eleito,percentual,ano
RO,Porto Velho,PT,ASSUNÇÃO DE MARIA SERRÃO FERREIRA,Grande,120,50,Feminino,Negra,Não,0.016542597187758478,2016
RR,Boa Vista,PT,PAULO ALBERTO SOARES,Grande,120,61,Masculino,Negra,Não,0.05474452554744526,2016
RS,Pontão,PT,EDUARDO ANTONIO SERETA,Pequeno,120,35,Masculino,Branca,Sim,0.1046207497820401,2016
RS,Tabaí,PT,MARLENE CONCEIÇÃO BARCELOS DA SILVA,Pequeno,120,48,Feminino,Branca,Não,0.0975609756097561,2016
RS,Tramandaí,PT,ANIBAL CANDIDO OLIVEIRA DA SILVA,Médio,120,53,Masculino,Branca,Não,0.1147227533460803,2016
SC,Bela Vista do Toldo,PT,DAUVÃ MIZWA,Pequeno,120,27,Masculino,Branca,Sim,0.42857142857142855,2016
SC,Canoinhas,PT,SERGIO LUIS MOREIRA,Médio,120,53,Masculino,Branca,Não,0.17045454545454544,2016
SC,Tubarão,PT,SERGIO PEDRO NUNES,Médio,120,55,Masculino,Branca,Não,0.030349013657056147,2016
SP,Iaras,PT,GISELE GUEDES DA SILVA PEREIRA,Pequeno,120,39,Feminino,Branca,Não,0.2926829268292683,2016
SP,Itapevi,PT,AMERICO FRANCISCO BOA MORTE,Médio,120,61,Masculino,Negra,Não,0.09382329945269742,2016
SP,Leme,PT,ANGELO DONIZETE GONÇALVES SILVA,Médio,120,59,Masculino,Branca,Não,0.12,2016
SP,Ribeirão Preto,PT,CARLOS ALBERTO PEREIRA BEZERRA,Grande,120,51,Masculino,Branca,Não,0.016220600162206,2016
SP,São Bernardo do Campo,PT,ALEXANDRE MUNIN,Grande,120,25,Masculino,Branca,Não,0.002834868887313962,2016
SP,São José dos Campos,PT,ROSANGELA LEITE JORGE,Grande,120,51,Feminino,Negra,Não,0.004018350467133242,2016
SP,Sorocaba,PT,EVANILDO AMÂNCIO,Grande,120,63,Masculino,Branca,Não,0.00597609561752988,2016
AC,Epitaciolândia,PT,HIAMAR DE PAIVA PINHEIRO,Pequeno,119,51,Feminino,Negra,Não,0.05699233716475096,2016
AC,Porto Acre,PT,SANDRA CESARIO SANTOS,Pequeno,119,30,Feminino,Negra,Não,0.1329608938547486,2016
AM,Manacapuru,PT,CLAUDIONOR XAVIER DE SOUZA,Médio,119,43,Masculino,Negra,Não,0.24335378323108384,2016
AM,Manaus,PT,EDIVALDO TEIXEIRA LORDEIRO,Grande,119,41,Masculino,Indígena,Não,0.004145330407217752,2016
BA,Adustina,PT,JESSICA MARTINS DE SOUZA SANTOS,Pequeno,119,27,Feminino,Branca,Não,0.2448559670781893,2016
BA,Novo Horizonte,PT,JOSÉ ANFILOFIO DE MENEZES,Pequeno,119,42,Masculino,Negra,Não,0.14727722772277227,2016
MA,Santa Inês,PT,ELIZALVA ALVES LIMA SILVA,Médio,119,47,Feminino,Negra,Não,0.41901408450704225,2016
MG,Água Boa,PT,VALDEZ MOREIRA GOMES,Pequeno,119,46,Masculino,Negra,Não,0.1206896551724138,2016
MG,Bonfinópolis de Minas,PT,ARCANJA DA CRUZ OLIVEIRA,Pequeno,119,43,Feminino,Negra,Não,0.2698412698412698,2016
MG,Crisólita,PT,ROSALIA PEREIRA SOUZA,Pequeno,119,47,Feminino,Negra,Sim,0.3814102564102564,2016
MG,Curvelo,PT,MERCIA LOPES CANABRAVA,Médio,119,54,Feminino,Branca,Não,0.06467391304347826,2016
MG,Felisburgo,PT,ROGERIO BARBOSA DA ROCHA,Pequeno,119,40,Masculino,Negra,Sim,0.14320096269554752,2016
MG,Ilicínea,PT,EDUARDO HENRIQUE DE SOUSA JUNIOR,Pequeno,119,19,Masculino,Branca,Não,0.1643646408839779,2016
MG,Ipatinga,PT,NILMA BARBETO SCHUCHTER DE FIGUEIREDO COELHO,Médio,119,44,Feminino,Branca,Não,0.012599258867125464,2016
MG,Periquito,PT,PAULO ROBERTO DA SILVA,Pequeno,119,50,Masculino,Negra,Não,0.16690042075736325,2016
MG,São Domingos do Prata,PT,MARIA APARECIDA PINTO RIBEIRO,Pequeno,119,46,Feminino,Negra,Não,0.17761194029850746,2016
MG,Sete Lagoas,PT,JOSE DE ARIMATEIA RABELO,Médio,119,56,Masculino,Negra,Não,0.04341481211236775,2016
MG,Vermelho Novo,PT,JOAQUIM DO CARMO FERREIRA,Pequeno,119,48,Masculino,Branca,Não,0.16212534059945505,2016
MT,Comodoro,PT,NILDO MENDES DA SILVA,Pequeno,119,68,Masculino,Negra,Não,0.21441441441441442,2016
PA,Limoeiro do Ajuru,PT,SIMEÃO VANZELER CARDOSO,Pequeno,119,57,Masculino,Branca,Não,0.03555422766656707,2016
PE,Lagoa de Itaenga,PT,JOSENILDO BARBOSA DA SILVA,Pequeno,119,30,Masculino,Negra,Não,0.09627831715210355,2016
PR,Guarapuava,PT,BRUNA VITÓRIA DE ALMEIDA MATTOSO,Médio,119,19,Feminino,Branca,Não,0.023629864972200158,2016
PR,Mato Rico,PT,VALDOMIRO ORTIZ,Pequeno,119,61,Masculino,Branca,Não,0.4061433447098976,2016
PR,Renascença,PT,ESMO BATTISTI,Pequeno,119,64,Masculino,Branca,Não,0.8561151079136691,2016
PR,Sapopema,PT,AMILTON SOARES,Pequeno,119,53,Masculino,Negra,Não,0.2328767123287671,2016
RJ,Maricá,PT,IVANA ARCE,Médio,119,53,Feminino,Branca,Não,0.011802043042745215,2016
RO,Rio Crespo,PT,TADEU BECKER,Pequeno,119,51,Masculino,Branca,Sim,1,2016
RO,Teixeirópolis,PT,LUCIANO PRUDENTE CASTILHO,Pequeno,119,39,Masculino,Branca,Sim,0.10084745762711865,2016
RS,Dois Irmãos,PT,MARA ROSANE PAIVA SANTOS,Pequeno,119,54,Feminino,Branca,Não,0.025443660466110754,2016
RS,Giruá,PT,LUCIANO ALVES MACHADO,Pequeno,119,43,Masculino,Branca,Não,0.05384615384615385,2016
RS,Lavras do Sul,PT,MARCIRIO SILVEIRA JACOBSEN,Pequeno,119,56,Masculino,Negra,Não,0.4490566037735849,2016
RS,Novo Machado,PT,ARCELIO GULEWICZ,Pequeno,119,43,Masculino,Branca,Não,0.10512367491166077,2016
RS,Novo Xingu,PT,RUTHE PAULA SECHINI MAHLER,Pequeno,119,35,Feminino,Branca,Sim,0.23705179282868527,2016
RS,Passo Fundo,PT,EUNAURA DE FATIMA VARGAS FONTELLA,Médio,119,54,Feminino,Negra,Não,0.03247816593886463,2016
RS,Portão,PT,VALDECIR LEMES DA SILVA,Pequeno,119,51,Masculino,Branca,Não,0.05519480519480519,2016
RS,Sagrada Família,PT,PEDRO FIUZA TASSO,Pequeno,119,55,Masculino,Branca,Sim,0.2,2016
RS,São Vicente do Sul,PT,SOLANGE STURZA DUTRA,Pequeno,119,49,Feminino,Branca,Não,0.18167938931297709,2016
SC,Galvão,PT,OSVALDO CORREA DE LIMA,Pequeno,119,50,Masculino,Negra,Sim,0.32075471698113206,2016
SC,Ponte Alta,PT,MARCELO BIANCHINI,Pequeno,119,41,Masculino,Branca,Não,0.25158562367864695,2016
SC,Timbó,PT,INGRID WETZEL CORRÊA,Pequeno,119,48,Feminino,Branca,Não,0.033749290981281904,2016
SE,Malhada dos Bois,PT,ANTÔNIO PALMEIRA SOBRINHO,Pequeno,119,62,Masculino,Branca,Não,0.2,2016
SP,Bauru,PT,JOÃO FELIX NETO FILHO,Grande,119,46,Masculino,Negra,Não,0.03993288590604027,2016
SP,Ferraz de Vasconcelos,PT,JOSE ANDRÉ DA SILVA,Médio,119,45,Masculino,Branca,Não,0.015547426182388293,2016
SP,Itararé,PT,MARCELO HENRIQUE GIL PIMENTEL,Médio,119,26,Masculino,Branca,Não,0.2806603773584906,2016
SP,Paranapuã,PT,GILMAR DE FREITAS,Pequeno,119,56,Masculino,Branca,Sim,0.47410358565737054,2016
SP,Santo Anastácio,PT,EZEQUIEL GONÇALVES DE MORAES,Pequeno,119,56,Masculino,Branca,Não,0.08548850574712644,2016
SP,Sertãozinho,PT,MARIA SILVA DOS SANTOS,Médio,119,52,Feminino,Negra,Não,0.0919629057187017,2016
TO,Bom Jesus do Tocantins,PT,JOSAILTO SILVA ANDRADE,Pequeno,119,35,Masculino,Negra,Sim,0.5979899497487438,2016
TO,Goianorte,PT,JOÃO FILHO MEDRADO LIMA,Pequeno,119,48,Masculino,Negra,Sim,0.5042372881355932,2016
TO,Porto Nacional,PT,ALAIDE CARVALHO DE MOURA,Médio,119,57,Feminino,Branca,Não,0.09224806201550388,2016
AC,Assis Brasil,PT,EDUARDO MARQUES DE ARAUJO,Pequeno,118,54,Masculino,Negra,Não,0.18238021638330756,2016
AC,Epitaciolândia,PT,MIGUEL NASCIMENTO RODRIGUES,Pequeno,118,47,Masculino,Negra,Não,0.05651340996168582,2016
AL,Maceió,PT,GENAURO PLINIO DO NASCIMENTO,Grande,118,38,Masculino,Negra,Não,0.011310265503690214,2016
BA,Governador Mangabeira,PT,ANTONIO SILVERIA FERREIRA,Pequeno,118,40,Masculino,Negra,Não,0.13053097345132744,2016
BA,Ipupiara,PT,JOANILSON NUNES NOVAIS,Pequeno,118,50,Masculino,Branca,Não,0.229126213592233,2016
BA,Itaberaba,PT,NATALICE DA PAIXAO FONSECA,Médio,118,34,Feminino,Negra,Não,0.15324675324675324,2016
BA,Santanópolis,PT,ROBERTO SILVA CERQUEIRA,Pequeno,118,36,Masculino,Negra,Não,0.4259927797833935,2016
CE,Deputado Irapuan Pinheiro,PT,ANTONIO ERISVALDO SILVA,Pequeno,118,28,Masculino,Negra,Não,0.20344827586206896,2016
CE,Viçosa do Ceará,PT,MARIA DA SILVA ARAUJO,Médio,118,46,Feminino,Negra,Não,0.13228699551569506,2016
MA,Boa Vista do Gurupi,PT,ANTONIO AILTON RIBEIRO BORGES,Pequeno,118,48,Masculino,Branca,Não,0.9076923076923077,2016
MG,Almenara,PT,EVANY ANDRADE DO NASCIMENTO,Pequeno,118,41,Feminino,Negra,Não,0.14936708860759493,2016
MG,Brasilândia de Minas,PT,MARIA VAZ DA SILVA,Pequeno,118,61,Feminino,Negra,Não,1,2016
MG,Cabo Verde,PT,SANDRO RENATO DE MELO,Pequeno,118,34,Masculino,Branca,Não,0.29064039408866993,2016
MG,Delfim Moreira,PT,SERGIO LAZARO DE OLIVEIRA,Pequeno,118,44,Masculino,Branca,Sim,0.31891891891891894,2016
MG,Dom Cavati,PT,DJALME RODRIGUES DA SILVA,Pequeno,118,73,Masculino,Branca,Sim,0.23647294589178355,2016
MG,Formoso,PT,JOSÉ MESSIAS  PIMENTEL DE SOUZA,Pequeno,118,52,Masculino,Negra,Não,0.3113456464379947,2016
MG,Frei Gaspar,PT,ATILA BARBOSA,Pequeno,118,33,Masculino,Negra,Não,0.14713216957605985,2016
MG,Ibirité,PT,PEDRO BUENO DOS SANTOS,Médio,118,57,Masculino,Branca,Não,0.04150545198733732,2016
MG,Juiz de Fora,PT,LICLEA LÚCIO FELICIANO,Grande,118,62,Feminino,Negra,Não,0.007653392139058243,2016
MG,Limeira do Oeste,PT,SERGIO ALVES GARCIA,Pequeno,118,55,Masculino,Branca,Não,0.21532846715328466,2016
MG,Ponte Nova,PT,JULIO ALFREDO DO ESPIRITO SANTO,Médio,118,35,Masculino,Negra,Não,0.05675805675805676,2016
MS,Nioaque,PT,RONALD DA SILVA ANDRÉA,Pequeno,118,22,Masculino,Branca,Não,0.17404129793510326,2016
PA,Placas,PT,ILMAR PIMENTEL VIEIRA,Pequeno,118,51,Masculino,Negra,Não,0.13947990543735225,2016
PE,Cabo de Santo Agostinho,PT,ANTONIO CICERO BATISTA,Médio,118,55,Masculino,Negra,Não,0.021994408201304754,2016
PI,Santa Cruz do Piauí,PT,LEONCIO PINHEIRO DE ARAUJO NETO,Pequeno,118,39,Masculino,Branca,Não,1,2016
PI,Tamboril do Piauí,PT,MARTIM PEREIRA DE MIRANDA,Pequeno,118,49,Masculino,Negra,Sim,0.3769968051118211,2016
PR,Campo Largo,PT,GENIVALDO JOSE CHAGAS,Médio,118,56,Masculino,Branca,Não,0.12090163934426229,2016
PR,Dois Vizinhos,PT,IVA MARIA CLAUDINO ALBINO,Pequeno,118,57,Feminino,Branca,Não,0.03288740245261984,2016
PR,Itaguajé,PT,MARCELINO DONIZETE RIBEIRO,Pequeno,118,46,Masculino,Negra,Não,0.7283950617283951,2016
PR,Pitanga,PT,PAULO SERGIO BOSCHEN,Pequeno,118,44,Masculino,Branca,Não,0.4229390681003584,2016
RO,Nova União,PT,VALDENIR ASSIS DE ANDRADE,Pequeno,118,54,Masculino,Negra,Não,0.3333333333333333,2016
RS,Braga,PT,ORLANDO RICARDO TAVARES,Pequeno,118,55,Masculino,Branca,Não,0.4229390681003584,2016
RS,Coronel Pilar,PT,JOÃO BARUFFALDI,Pequeno,118,52,Masculino,Branca,Sim,1,2016
RS,Porto Alegre,PT,ILTON LUIZ PACHECO DE FREITAS,Grande,118,54,Masculino,Branca,Não,0.0020297234071831568,2016
RS,Rolador,PT,ELISEU DE OLIVEIRA LIMA,Pequeno,118,32,Masculino,Branca,Não,1,2016
RS,São Jorge,PT,JUVENILDO MENIN,Pequeno,118,63,Masculino,Branca,Não,0.21731123388581952,2016
SC,Catanduvas,PT,SILVIO RICARDO KUSMANN,Pequeno,118,52,Masculino,Branca,Não,1,2016
SC,Marema,PT,VITALINO BATISTELLA,Pequeno,118,62,Masculino,Branca,Sim,1,2016
SC,Paraíso,PT,JOSÉ VILMAR SILVA DE ALMEIDA,Pequeno,118,48,Masculino,Negra,Não,0.3333333333333333,2016
SP,Florínea,PT,CELIO ROMANCINI,Pequeno,118,53,Masculino,Branca,Sim,0.11823647294589178,2016
SP,Iracemápolis,PT,VALDIR DO CARMO,Pequeno,118,53,Masculino,Negra,Não,0.233201581027668,2016
SP,Ituverava,PT,CLEMENTE TEIXEIRA ESPINDOLA NETO,Pequeno,118,51,Masculino,Branca,Não,0.2532188841201717,2016
SP,Ribeirão Pires,PT,PATRICK APARECIDO DE FRANÇA,Médio,118,33,Masculino,Indígena,Não,0.04160789844851904,2016
SP,São Vicente,PT,EDMILSON HENRIQUE DE OLIVEIRA,Grande,118,51,Masculino,Negra,Não,0.017113850616388687,2016
TO,Aguiarnópolis,PT,JACIEL CARVALHO BORGES,Pequeno,118,44,Masculino,Negra,Não,0.5244444444444445,2016
TO,Muricilândia,PT,VAGNO DOS SANTOS LOPES,Pequeno,118,28,Masculino,Branca,Sim,0.3630769230769231,2016
BA,Boa Vista do Tupim,PT,REGINALDO TEIXEIRA DA SILVA ARAGAO,Pequeno,117,34,Masculino,Negra,Não,0.05547652916073969,2016
BA,Caraíbas,PT,PAULO ROBERTO CAMPOS OLIVEIRA,Pequeno,117,46,Masculino,Branca,Não,0.20598591549295775,2016
BA,Central,PT,MARGARIDA PEREGRINO MIRANDA,Pequeno,117,58,Feminino,Negra,Não,0.08199018920812894,2016
BA,Itarantim,PT,JUVENAL JOSÉ RODRIGUES,Pequeno,117,70,Masculino,Negra,Não,0.39661016949152544,2016
BA,Jitaúna,PT,GRACILIANO RIBEIRO MAIA,Pequeno,117,62,Masculino,Negra,Não,0.12212943632567849,2016
CE,Palhano,PT,FRANCISCO EDNIR FRANKLIN,Pequeno,117,55,Masculino,Negra,Não,0.03931451612903226,2016
MA,Alcântara,PT,VICENTE AMARAL RODRIGUES,Pequeno,117,67,Masculino,Negra,Não,0.07662082514734773,2016
MA,Bacuri,PT,MARIVALDO DOS SANTOS FERREIRA,Pequeno,117,44,Masculino,Negra,Não,0.10944808231992516,2016
MG,Belo Horizonte,PT,PAULO JORGE DOS SANTOS,Grande,117,54,Masculino,Negra,Não,0.0037140499015935495,2016
MG,Cabeceira Grande,PT,VALMIRIA ALVES VIANA MARTINS,Pequeno,117,48,Feminino,Branca,Sim,0.609375,2016
MG,Cambuí,PT,ANA SILVERIO DE ALMEIDA,Pequeno,117,90,Feminino,Branca,Não,0.09774436090225563,2016
MG,Campo Florido,PT,VALTER VICENTE DA SILVA,Pequeno,117,60,Masculino,Negra,Não,0.16810344827586207,2016
MG,Divino,PT,JOSE CARLOS DOS SANTOS,Pequeno,117,46,Masculino,Branca,Não,0.028192771084337348,2016
MG,Juiz de Fora,PT,ANTÔNIO CARLOS NEVES DE JESUS,Grande,117,40,Masculino,Negra,Não,0.007588532883642495,2016
MG,Ouro Branco,PT,JOSÉ LAURO MOREIRA,Pequeno,117,53,Masculino,Negra,Não,0.11493123772102161,2016
MG,São Geraldo,PT,TANIA LUCIA GUSMAO DOS SANTOS,Pequeno,117,48,Feminino,Branca,Não,0.15194805194805194,2016
MG,São Tiago,PT,NILSON PACHECO DOS SANTOS,Pequeno,117,57,Masculino,Branca,Não,0.32865168539325845,2016
MG,Teófilo Otoni,PT,SANTOS PEREIRA MAGALHAES,Médio,117,64,Masculino,Negra,Não,0.030862569242943814,2016
MG,Vieiras,PT,PEDRO PAULO RODRIGUES,Pequeno,117,48,Masculino,Negra,Sim,0.13160854893138357,2016
MT,Rondonópolis,PT,ARIVALDO RODRIGUES MONTEIRO,Médio,117,42,Masculino,Negra,Não,0.0989010989010989,2016
PR,Cambará,PT,ADILSON FRANCISCO DE OLIVEIRA,Pequeno,117,37,Masculino,Branca,Não,0.8068965517241379,2016
RJ,Volta Redonda,PT,RAIMUNDO FERNANDO MOREIRA,Grande,117,51,Masculino,Negra,Não,0.02357920193470375,2016
RO,Cabixi,PT,JOSE PAULA DE SOUZA,Pequeno,117,55,Masculino,Negra,Não,0.9,2016
RS,Cruzaltense,PT,LUIS VEDOVATTO,Pequeno,117,61,Masculino,Branca,Sim,1,2016
RS,Lajeado,PT,SERGIO KEHL,Médio,117,64,Masculino,Branca,Não,0.013606233282939877,2016
RS,Porto Xavier,PT,VINICIUS MARTINS,Pequeno,117,23,Masculino,Branca,Não,0.31117021276595747,2016
RS,Santa Vitória do Palmar,PT,LUCAS ROBERTO SANTOS DE AGUIAR,Pequeno,117,31,Masculino,Branca,Não,0.020933977455716585,2016
RS,Taquaruçu do Sul,PT,ELEMAR DA SILVA,Pequeno,117,48,Masculino,Branca,Não,0.2846715328467153,2016
SC,Balneário Piçarras,PT,ELIER MARIA WORM,Pequeno,117,55,Feminino,Branca,Não,0.15077319587628865,2016
SC,Monte Carlo,PT,JOSE NESTOR RIBEIRO DA SILVA,Pequeno,117,57,Masculino,Branca,Não,0.3939393939393939,2016
SC,Santa Terezinha,PT,SOLANGELA POCKSZEVNICKI KOVALSKI,Pequeno,117,41,Feminino,Branca,Não,0.365625,2016
SC,São Lourenço do Oeste,PT,SEVERINO ANTONIO CHIOSSI,Pequeno,117,75,Masculino,Branca,Não,0.038247793396534814,2016
SE,Amparo do São Francisco,PT,SILMARA CORREIA DE MOURA SILVA,Pequeno,117,28,Feminino,Negra,Não,1,2016
SP,Álvares Machado,PT,ALEIXO VIEIRA DA SILVA,Pequeno,117,51,Masculino,Branca,Não,0.056007659167065585,2016
SP,Diadema,PT,VILMAR FERREIRA,Grande,117,49,Masculino,Negra,Não,0.0047124214596423394,2016
SP,Guaíra,PT,MARCIA ANGELICA VIEIRA,Pequeno,117,52,Feminino,Branca,Não,0.125,2016
SP,Paraibuna,PT,JOSE CARLOS DE SIQUEIRA,Pequeno,117,42,Masculino,Branca,Não,0.10863509749303621,2016
SP,Pederneiras,PT,LUIZ MARCOS FULUZETE DOS SANTOS,Pequeno,117,50,Masculino,Branca,Não,0.47950819672131145,2016
SP,Salesópolis,PT,REGINALDO DO PRADO,Pequeno,117,45,Masculino,Branca,Não,0.9212598425196851,2016
TO,Goianorte,PT,JACÓ DOS SANTOS NASCIMENTO,Pequeno,117,35,Masculino,Negra,Não,0.4957627118644068,2016
TO,Muricilândia,PT,MARCEONE CARREIRO MARTINS,Pequeno,117,39,Masculino,Negra,Sim,0.36,2016
TO,Porto Alegre do Tocantins,PT,NEUZAIR FERREIRA DOS SANTOS,Pequeno,117,30,Masculino,Negra,Não,0.9140625,2016
BA,Feira de Santana,PT,UBIRAJARA BORGES DE SOUZA,Grande,116,51,Masculino,Negra,Não,0.008761991086940101,2016
BA,Igrapiúna,PT,ALIANILDO DA SILVA QUARESMA,Pequeno,116,36,Masculino,Negra,Não,0.32044198895027626,2016
BA,Lauro de Freitas,PT,JOSE ROBERTO ARGOLO DO NASCIMENTO,Médio,116,46,Masculino,Negra,Não,0.01773158055640477,2016
BA,Maragogipe,PT,JORGE LUIZ PAIM SILVA,Pequeno,116,56,Masculino,Branca,Não,0.055903614457831326,2016
BA,Maragogipe,PT,LEIDENALVA BARBOSA DOS SANTOS,Pequeno,116,37,Feminino,Negra,Não,0.055903614457831326,2016
BA,Ourolândia,PT,FLÁSIO MIRANDA DE SOUZA,Pequeno,116,53,Masculino,Branca,Não,0.8992248062015504,2016
CE,Missão Velha,PT,ANA LUCIA TAVARES BELEM,Pequeno,116,32,Feminino,Branca,Não,0.03294518602669696,2016
ES,Mantenópolis,PT,NELSINO EVANGELISTA DE MIRANDA,Pequeno,116,53,Masculino,Negra,Não,0.07816711590296496,2016
GO,Mineiros,PT,GLAUBER ALBERTO RESENDE,Médio,116,45,Masculino,Branca,Não,0.07300188797986155,2016
GO,Porangatu,PT,VILDETE DE SOUZA SANTOS LACERDA,Pequeno,116,48,Feminino,Negra,Não,0.5918367346938775,2016
MA,Governador Nunes Freire,PT,EDVANDRO RIBEIRO DOS SANTOS,Pequeno,116,40,Masculino,Negra,Não,0.04738562091503268,2016
MG,Barão de Cocais,PT,ANTONIO FRANCISCO MARQUES,Pequeno,116,52,Masculino,Negra,Não,0.3240223463687151,2016
MG,Cristina,PT,JOSE CLOVIS DE ARRUDA,Pequeno,116,46,Masculino,Branca,Não,0.6170212765957447,2016
MG,Datas,PT,JOAO PAULO PEREIRA,Pequeno,116,32,Masculino,Negra,Não,0.2642369020501139,2016
MG,Franciscópolis,PT,REINALDO BATISTA DOS SANTOS,Pequeno,116,36,Masculino,Negra,Sim,0.20173913043478262,2016
MG,Ibiraci,PT,JOANA SUELI BOINOTTI DE OLIVEIRA,Pequeno,116,56,Feminino,Branca,Não,0.06180074587107086,2016
MG,Januária,PT,CELIO RODRIGUES MAGALHAES,Médio,116,46,Masculino,Negra,Não,0.050173010380622836,2016
MG,Natércia,PT,LUZIA BUENO FAGUNDES,Pequeno,116,62,Feminino,Branca,Não,0.12236286919831224,2016
MG,Novo Oriente de Minas,PT,RONILCE FERREIRA DO VALE,Pequeno,116,49,Masculino,Negra,Não,0.5631067961165048,2016
MG,Patrocínio,PT,JOÃO BATISTA DIAS,Médio,116,46,Masculino,Branca,Não,0.1698389458272328,2016
MG,Santa Rita de Caldas,PT,ANTONIO BARBOSA,Pequeno,116,65,Masculino,Branca,Não,0.8285714285714286,2016
MG,São João del Rei,PT,ROSANGELA FATIMA DE AZEVEDO OLIVEIRA,Médio,116,50,Feminino,Negra,Não,0.03546316111280954,2016
MG,São José do Mantimento,PT,ELENITA HUEBRA KLEM SANTOS,Pequeno,116,50,Feminino,Branca,Sim,0.4496124031007752,2016
MG,Varginha,PT,GILSINEI DE OLIVEIRA PEREIRA,Médio,116,39,Masculino,Branca,Não,0.06229860365198711,2016
MS,Ponta Porã,PT,DENIS MOURAS RIOS,Médio,116,43,Masculino,Negra,Não,0.05666829506595017,2016
PA,Moju,PT,ANTONIO DE CARVALHO SOUZA,Médio,116,41,Masculino,Negra,Não,0.09098039215686274,2016
PA,Uruará,PT,RONALDO MENEZES DE SOUSA,Pequeno,116,42,Masculino,Branca,Não,0.2606741573033708,2016
PE,São Lourenço da Mata,PT,JOSE ADALBERTO DA SILVA,Médio,116,46,Masculino,Negra,Não,0.46215139442231074,2016
PI,Boqueirão do Piauí,PT,RAIMUNDO NONATO DA CONCEIÇÃO SANTOS,Pequeno,116,33,Masculino,Negra,Não,0.10357142857142858,2016
PR,Almirante Tamandaré,PT,JOÃO DOS SANTOS FERREIRA,Médio,116,43,Masculino,Branca,Não,0.17261904761904762,2016
PR,Missal,PT,VANI PIVA ZGIERSKI,Pequeno,116,40,Feminino,Branca,Não,1,2016
PR,São João do Caiuá,PT,ROSELI FERREIRA DOS SANTOS,Pequeno,116,45,Feminino,Branca,Não,0.12108559498956159,2016
PR,Sarandi,PT,JORGE ARNALDO DA SILVA,Médio,116,55,Masculino,Negra,Não,0.03660460713158725,2016
RO,Nova Brasilândia D'Oeste,PT,IVANILDO RUFINO DA SILVA,Pequeno,116,51,Masculino,Negra,Não,0.12393162393162394,2016
RO,Theobroma,PT,PAULO SERGIO DE MELO SANTANA,Pequeno,116,30,Masculino,Branca,Não,0.8923076923076924,2016
RS,Água Santa,PT,GABRIEL LORENZON,Pequeno,116,32,Masculino,Branca,Não,0.4027777777777778,2016
RS,Ajuricaba,PT,MARLO ALENCAR JOHANN,Pequeno,116,45,Masculino,Branca,Não,0.11037107516650808,2016
RS,Dois Irmãos,PT,ANTONIO AGUINALDO GUIMARÃES,Pequeno,116,42,Masculino,Branca,Não,0.024802223647637376,2016
RS,Ibirubá,PT,TÁBATA NATINE PEDROTTI DE JESUS,Pequeno,116,22,Feminino,Branca,Não,0.10526315789473684,2016
RS,Itaqui,PT,LUIS ALBERTO ALVES TOJA,Pequeno,116,57,Masculino,Branca,Não,0.09272581934452438,2016
RS,Nova Santa Rita,PT,FLAVIA DE CASSIA MORANDI DOS SANTOS,Pequeno,116,41,Feminino,Branca,Não,0.03420819817163079,2016
RS,Parobé,PT,ELISETE DE OLIVEIRA ROSA,Médio,116,48,Feminino,Branca,Não,0.02479692176143651,2016
RS,Taquari,PT,CARLOS HENRIQUE DA SILVA MACHADO,Pequeno,116,31,Masculino,Negra,Não,0.03313339045986861,2016
RS,Tunas,PT,PEDRO ADELAR JAHN,Pequeno,116,45,Masculino,Branca,Não,0.5658536585365853,2016
SC,Barra Bonita,PT,IVO ARALDI,Pequeno,116,43,Masculino,Branca,Sim,0.6904761904761905,2016
SC,Xaxim,PT,VALNEI BRUNETTO,Pequeno,116,39,Masculino,Branca,Não,0.16292134831460675,2016
SP,Jaboticabal,PT,MARCELO PEREIRA FELIX,Médio,116,44,Masculino,Negra,Não,0.06328423349699945,2016
SP,Mirassol,PT,ESMAEL PEREIRA MARTINS,Médio,116,51,Masculino,Branca,Não,0.14009661835748793,2016
SP,Paulínia,PT,LUIZ  ANGELO HENRIQUE DE FREITAS,Médio,116,62,Masculino,Branca,Não,0.1864951768488746,2016
SP,Rio das Pedras,PT,THIAGO TREVISAN,Pequeno,116,35,Masculino,Branca,Não,0.12197686645636173,2016
SP,São Pedro,PT,RAFAEL DOMINGOS BRIENSE,Pequeno,116,34,Masculino,Branca,Não,0.4157706093189964,2016
BA,Araçás,PT,JOSELITA BISPO DOS SANTOS,Pequeno,115,37,Feminino,Negra,Não,0.4811715481171548,2016
BA,Floresta Azul,PT,ADSON OLIVEIRA REIS,Pequeno,115,34,Masculino,Negra,Não,0.444015444015444,2016
BA,Itaju do Colônia,PT,REGINALDO RAMOS DOS SANTOS,Pequeno,115,41,Masculino,Negra,Não,0.10717614165890028,2016
BA,Macururé,PT,JACLSSON GOMES DE OLIVEIRA,Pequeno,115,36,Masculino,Negra,Não,0.07671781187458306,2016
BA,Tucano,PT,VALDO CONCEIÇÃO DOS REIS,Médio,115,58,Masculino,Negra,Não,0.04567116759332804,2016
CE,Acaraú,PT,MARIA GORETE SOUSA SILVA,Médio,115,53,Feminino,Branca,Não,0.024773804394657477,2016
GO,Goianira,PT,MANOEL DAMIAO DE SOUZA,Pequeno,115,65,Masculino,Negra,Não,0.3639240506329114,2016
